date;start lat;start lon;end lat;end lon
05.11.2015 01:47;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:48;50.227950;18.970490;50.257600;19.017180
05.11.2015 01:48;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:48;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:48;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:48;50.289181;19.115216;50.278180;19.127030
05.11.2015 01:47;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:48;50.258250;19.017050;50.236340;18.964920
05.11.2015 01:48;50.227950;18.970490;50.257600;19.017180
05.11.2015 01:48;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:48;50.318290;19.133160;50.325360;19.187930
05.11.2015 01:52;50.268730;19.175900;50.278180;19.127030
05.11.2015 01:52;50.237850;19.140630;50.261670;19.022880
05.11.2015 01:49;50.318290;19.133160;50.343900;18.913340
05.11.2015 01:51;50.331870;19.218660;50.262440;19.037100
05.11.2015 01:54;50.283750;19.138550;50.258460;19.046460
05.11.2015 01:55;50.290760;19.133380;50.283750;19.138550
05.11.2015 01:55;50.290760;19.133380;50.283750;19.138550
05.11.2015 01:55;50.260060;19.021990;50.269540;19.002970
05.11.2015 02:07;50.258338;19.018194;50.250910;19.033290
05.11.2015 02:09;50.333240;18.939670;50.340360;18.907550
05.11.2015 02:09;50.333240;18.939670;50.340360;18.907550
05.11.2015 02:13;50.367445;19.272236;50.315020;19.135870
05.11.2015 02:12;50.333240;18.939670;50.340360;18.907550
05.11.2015 02:14;50.258250;19.017050;50.265230;18.997420
05.11.2015 02:14;50.258250;19.017050;50.265230;18.997420
05.11.2015 02:14;50.258250;19.017050;50.265230;18.997420
05.11.2015 02:14;50.258250;19.017050;50.265230;18.997420
05.11.2015 02:22;50.262047;19.010982;50.278180;19.127030
05.11.2015 02:23;50.314920;18.878480;50.287000;19.121690
05.11.2015 02:25;50.300446;18.681113;50.302064;18.638178
05.11.2015 02:28;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:29;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:29;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:28;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:29;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:29;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:29;50.307045;18.670788;50.292980;18.673730
05.11.2015 02:29;50.258250;19.017050;50.229770;18.970900
05.11.2015 02:34;50.301440;18.676400;50.295630;18.662210
05.11.2015 02:35;50.172170;18.900430;50.258460;19.046460
05.11.2015 02:34;50.172170;18.900430;50.258460;19.046460
05.11.2015 02:35;50.172170;18.900430;50.258460;19.046460
05.11.2015 02:38;50.343900;18.913340;50.390550;18.945440
05.11.2015 02:44;50.258414;19.013674;50.225910;18.977830
05.11.2015 02:50;50.218180;18.958280;50.258720;19.026940
05.11.2015 02:50;50.218180;18.958280;50.258720;19.026940
05.11.2015 02:50;50.218180;18.958280;50.258720;19.026940
05.11.2015 02:58;50.229660;18.988178;50.267930;19.009700
05.11.2015 03:04;50.257600;19.017180;50.225910;18.977830
05.11.2015 03:05;50.218180;18.958280;50.258720;19.026940
05.11.2015 03:05;50.218180;18.958280;50.258720;19.026940
05.11.2015 03:09;50.314920;18.878480;50.287000;19.121690
05.11.2015 03:11;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:11;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:12;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.261670;19.022880;50.237850;19.140630
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.258720;19.026940;50.218180;18.958280
05.11.2015 03:13;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:15;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:14;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:15;50.260930;19.019200;50.218180;18.958280
05.11.2015 03:21;50.257600;19.017180;50.225910;18.977830
05.11.2015 03:33;50.260025;19.013833;50.278180;19.127030
05.11.2015 03:33;50.254949;19.014437;50.227455;18.975254
05.11.2015 03:42;50.257600;19.017180;50.225910;18.977830
05.11.2015 03:44;50.258250;19.017050;50.229770;18.970900
05.11.2015 03:53;50.258410;19.013670;50.225910;18.977830
05.11.2015 03:57;50.261670;19.022880;50.192309;19.175999
05.11.2015 03:55;50.225910;18.977830;50.257600;19.017180
05.11.2015 04:00;50.254869;19.017347;50.227455;18.975254
05.11.2015 04:02;50.257600;19.017180;50.225910;18.977830
05.11.2015 04:03;50.258644;19.014450;50.227455;18.975254
05.11.2015 04:03;50.258626;19.014359;50.227455;18.975254
05.11.2015 04:12;50.316460;18.785080;50.305560;18.782710
05.11.2015 04:22;50.257600;19.017180;50.391440;18.960660
05.11.2015 04:26;50.243960;19.085390;50.273230;19.072550
05.11.2015 04:28;50.261670;19.022880;50.192309;19.175999
05.11.2015 04:30;50.297970;18.677260;50.258250;19.017050
05.11.2015 04:29;50.109195;18.979940;50.224020;19.058590
05.11.2015 04:51;50.320323;19.104161;50.262660;19.023160
05.11.2015 04:57;50.279710;19.007115;50.254566;19.016941
05.11.2015 05:01;50.182644;18.996445;50.102300;19.042390
05.11.2015 05:02;50.252800;18.901440;50.228270;18.918790
05.11.2015 05:05;50.290900;18.732730;50.279020;18.711900
05.11.2015 05:07;50.281230;18.674210;50.323083;18.890595
05.11.2015 05:07;50.322240;18.976290;50.271390;18.938510
