date;start lat;start lon;end lat;end lon;vehiclesCount
18.01.2016 10:00;50.252760;19.008850;50.123020;19.050600;3
18.01.2016 10:01;50.252760;19.008850;50.123020;19.050600;3
18.01.2016 10:05;50.290760;18.677885;50.422920;18.922420;3
18.01.2016 10:03;50.279210;19.126860;50.369576;18.801960;3
18.01.2016 10:06;50.257710;19.016490;50.296260;18.935610;3
18.01.2016 10:09;50.268730;19.175900;50.315790;19.116820;3
18.01.2016 10:11;50.155780;18.775710;50.256720;19.014300;3
18.01.2016 11:15;50.314090;18.618630;50.298020;18.780610;3
18.01.2016 11:10;50.298240;18.954590;50.312390;18.774340;3
18.01.2016 11:13;50.363939;19.144363;50.327490;19.073690;3
18.01.2016 10:14;50.363939;19.144363;50.327490;19.073690;3
18.01.2016 12:45;50.370528;18.794435;50.270366;18.997127;3
18.01.2016 10:25;50.289170;19.087320;50.125600;19.007810;4
18.01.2016 10:32;50.359690;18.838220;50.298020;18.780610;3
18.01.2016 10:36;50.266940;19.014260;50.314300;18.887140;3
18.01.2016 11:26;50.224150;19.063400;50.286120;19.132310;3
18.01.2016 05:00;50.227190;18.960180;50.343900;18.913340;3
18.01.2016 11:45;50.262440;19.037100;50.405960;19.145100;3
18.01.2016 11:15;50.314090;18.618630;50.298020;18.780610;3
18.01.2016 11:47;50.262440;19.037100;50.405960;19.145100;3
18.01.2016 13:40;50.333220;18.894330;50.302950;18.640970;3
18.01.2016 10:55;50.314300;18.887140;50.249878;19.022114;3
18.01.2016 01:40;50.333220;18.894330;50.302950;18.640970;3
18.01.2016 10:54;50.246924;19.119049;50.276100;18.982320;3
18.01.2016 13:26;50.333220;18.894330;50.302950;18.640970;3
18.01.2016 14:22;50.257600;19.017180;50.408810;18.913520;4
18.01.2016 15:43;50.257600;19.017180;50.408810;18.913520;3
19.01.2016 04:59;50.322200;19.156650;50.247830;19.089450;3
19.01.2016 05:50;50.322200;19.156650;50.247830;19.089450;3
18.01.2016 14:01;50.481620;18.509320;50.264580;19.018600;5
18.01.2016 14:01;50.373240;19.150220;50.264580;19.018600;3
