0,POINT (19.0196205018 50.2595504191)
2,POINT (18.6741367697 50.294656523)
0,POINT (19.0304380605 50.2506276333)
0,POINT (19.0735161138 50.4702156272)
0,POINT (19.1300698581 50.2921785953)
2,POINT (19.043914372 50.2599101557)
0,POINT (18.9181988835 50.3487450434)
0,POINT (19.0026943462 50.2495244396)
1,POINT (18.9513382424 50.2949502975)
0,POINT (18.7826738139 50.3019477278)
0,POINT (19.0337468914 50.2622911281)
0,POINT (18.9405936584 50.2950243975)
0,POINT (18.9619525503 50.2250754686)
0,POINT (19.0188016345 50.2764129828)
0,POINT (19.0058450459 50.2979010283)
0,POINT (18.8067413777 50.3758526223)
0,POINT (19.0040948043 50.2702831594)
0,POINT (19.1311598321 50.2751006168)
0,POINT (18.9836585873 50.1176999325)
0,POINT (18.8819550202 50.3178797823)
0,POINT (18.973769265 50.2749318291)
0,POINT (19.0127834174 50.2860522435)
0,POINT (18.9739573853 50.2183585092)
0,POINT (18.7775499223 50.323229342)
0,POINT (19.0035624545 50.3104808235)
0,POINT (18.9003604216 50.1725291568)
0,POINT (18.9377209133 50.2715471156)
0,POINT (18.9777972281 50.2069601462)
0,POINT (19.1880960245 50.3255567546)
0,POINT (18.918236784 50.289103642)
0,POINT (18.9952131625 50.1126666375)
0,POINT (19.133789172 50.2431366815)
0,POINT (18.7692900779 50.3092622532)
0,POINT (19.121941281 50.2986050196)
0,POINT (19.1204842819 50.3214381208)
0,POINT (18.8918288367 50.2689720136)
0,POINT (18.8907738322 50.3360014895)
0,POINT (18.8639597465 50.273335331)
0,POINT (18.9722365072 50.2643403043)
0,POINT (18.8749591014 50.2808811087)
0,POINT (18.8374087372 50.2411869781)
0,POINT (18.9924468507 50.2688825522)
0,POINT (18.6648441278 50.3172936165)
0,POINT (19.0665253798 50.221967031)
0,POINT (19.0407509606 50.1013379528)
0,POINT (18.8488151057 50.3678820244)
0,POINT (18.945410281 50.3773119091)
0,POINT (19.0264165948 50.3022699224)
0,POINT (19.0176054912 50.2956432982)
0,POINT (19.1218140796 50.3106019823)
0,POINT (19.0307540268 50.3662798482)
0,POINT (18.8455405893 50.3505535089)
0,POINT (19.1431574722 50.2848226667)
1,POINT (18.990951283 50.2324739623)
0,POINT (18.6156696078 50.3191250098)
0,POINT (19.2244806535 50.3305898119)
0,POINT (18.9958609694 50.2112595918)
0,POINT (18.8610583438 50.4460443021)
0,POINT (19.1666010729 50.2455822813)
0,POINT (19.0245093626 50.1012725055)
0,POINT (18.8816112759 50.2686884138)
0,POINT (18.8275007586 50.2975848046)
0,POINT (18.9697583837 50.1336507558)
0,POINT (19.0793914941 50.2423150706)
0,POINT (19.2016318929 50.3251749167)
0,POINT (18.9339500476 50.3409886905)
0,POINT (18.7885304337 50.3681683494)
0,POINT (19.107583557 50.320409557)
0,POINT (18.8305517949 50.4485693205)
0,POINT (18.66288492 50.2283504933)
0,POINT (18.9075565467 50.2524362933)
0,POINT (18.9153200135 50.3025977703)
0,POINT (18.8058587222 50.4345269306)
0,POINT (18.8447301528 50.2996841806)
0,POINT (19.1751291528 50.3222068889)
0,POINT (18.9995649437 50.0941508873)
0,POINT (18.8927166286 50.3500752286)
0,POINT (19.0707734559 50.3117353382)
0,POINT (19.9456660606 50.0667714848)
0,POINT (19.197017 50.2747282154)
0,POINT (18.6422096769 50.3006533385)
0,POINT (18.9031465077 50.4019300923)
0,POINT (18.6270745625 50.3417587344)
0,POINT (18.671247125 50.2214524375)
0,POINT (19.1810319365 50.2769631111)
0,POINT (18.9906765082 50.3663371311)
0,POINT (19.1586029344 50.2102595082)
0,POINT (19.1552978361 50.2204165246)
0,POINT (19.1821543333 50.2881169333)
0,POINT (18.9211960847 50.4927779492)
0,POINT (18.7795065593 50.3386994068)
0,POINT (18.9897325424 50.1903074915)
0,POINT (19.0437589661 50.1984847966)
0,POINT (18.6131013621 50.2444516207)
0,POINT (19.0896620702 50.0920603333)
0,POINT (18.867534 50.1358137321)
0,POINT (18.7680426071 50.1752868036)
0,POINT (18.9703430727 50.3024876545)
0,POINT (18.9752389623 50.3123707925)
0,POINT (18.7289392453 50.2900304151)
0,POINT (18.8275411346 50.3232915385)
0,POINT (18.7487252308 50.3058594615)
0,POINT (19.0063325577 50.2379893269)
0,POINT (19.1588908462 50.2957597885)
0,POINT (18.7767384423 50.1469638462)
0,POINT (18.63946025 50.3247220385)
0,POINT (18.8859909804 50.1788191765)
0,POINT (18.84975708 50.44855626)
0,POINT (19.1850475714 50.3018224694)
0,POINT (19.0775286327 50.2689325102)
0,POINT (18.9361748163 50.3297699388)
0,POINT (18.9749377143 50.36865)
0,POINT (19.1696868367 50.270223)
0,POINT (18.9531269792 50.3899181667)
0,POINT (18.8761199167 50.3960437083)
0,POINT (19.1441038723 50.3466142766)
0,POINT (19.1563331087 50.2425436304)
0,POINT (19.052636 50.3458800652)
