2,POINT (19.03331 50.25081)
79,POINT (19.19474 50.27588)
0,POINT (19.023321 50.253538)
79,POINT (19.19474 50.27588)
0,POINT (19.023321 50.253538)
79,POINT (19.19474 50.27588)
0,POINT (19.01718 50.2576)
11,POINT (18.936613 50.294268)
2,POINT (19.024387 50.251766)
79,POINT (19.19474 50.27588)
2,POINT (19.024387 50.251766)
79,POINT (19.19474 50.27588)
7,POINT (19.00435 50.25108)
4,POINT (19.13275 50.29171)
2,POINT (19.024387 50.251766)
79,POINT (19.19474 50.27588)
2,POINT (19.024387 50.251766)
79,POINT (19.19474 50.27588)
2,POINT (19.024387 50.251766)
79,POINT (19.19474 50.27588)
7,POINT (19.00435 50.25108)
4,POINT (19.13275 50.29171)
2,POINT (19.02696 50.25301)
79,POINT (19.19474 50.27588)
2,POINT (19.024387 50.251766)
31,POINT (19.1293 50.2464)
1,POINT (18.67728 50.301)
109,POINT (19.08197 50.28014)
13,POINT (19.029319 50.283496)
26,POINT (18.935877 50.27294)
0,POINT (19.01766 50.25437)
79,POINT (19.19474 50.27588)
2,POINT (19.02696 50.25301)
79,POINT (19.19474 50.27588)
32,POINT (18.76741 50.31188)
42,POINT (18.65618 50.32511)
4,POINT (19.12169 50.287)
19,POINT (18.87848 50.31492)
2,POINT (19.022114 50.249878)
19,POINT (18.878354 50.316562)
4,POINT (19.12169 50.287)
19,POINT (18.87848 50.31492)
32,POINT (18.76741 50.31188)
42,POINT (18.65618 50.32511)
1,POINT (18.67336 50.28692)
198,POINT (19.16949 50.0787)
16,POINT (19.00297 50.26954)
68,POINT (18.819555 50.447353)
54,POINT (18.61251 50.32468)
32,POINT (18.77488 50.30621)
16,POINT (19.00297 50.26954)
290,POINT (19.39962 50.30453)
0,POINT (19.0143 50.25672)
96,POINT (18.76615 50.17958)
16,POINT (19.00297 50.26954)
290,POINT (19.39962 50.30453)
16,POINT (19.00297 50.26954)
290,POINT (19.39962 50.30453)
68,POINT (18.81898 50.44252)
76,POINT (18.89403 50.3511)
0,POINT (19.0143 50.25672)
96,POINT (18.76615 50.17958)
170,POINT (18.92489 50.22198)
39,POINT (18.875724 50.285634)
160,POINT (18.652717 50.296188)
39,POINT (18.875724 50.285634)
160,POINT (18.652717 50.296188)
39,POINT (18.875724 50.285634)
8,POINT (18.95096 50.29692)
19,POINT (18.892377 50.321139)
134,POINT (19.08136 50.28975)
6,POINT (18.9081 50.35665)
134,POINT (19.08136 50.28975)
6,POINT (18.9081 50.35665)
131,POINT (19.08571 50.25492)
40,POINT (18.84253 50.24461)
1,POINT (18.67336 50.28692)
330,POINT (19.163329 50.066296)
1,POINT (18.67336 50.28692)
330,POINT (19.163329 50.066296)
1,POINT (18.67336 50.28692)
330,POINT (19.163329 50.066296)
54,POINT (18.61251 50.32468)
36,POINT (18.88779 50.33513)
54,POINT (18.61251 50.32468)
36,POINT (18.8845 50.33792)
130,POINT (18.60335 50.33337)
71,POINT (18.91191 50.3016)
130,POINT (18.60335 50.33337)
71,POINT (18.91191 50.3016)
36,POINT (18.8845 50.33792)
54,POINT (18.61251 50.32468)
36,POINT (18.8845 50.33792)
54,POINT (18.61251 50.32468)
7,POINT (19.00435 50.25108)
4,POINT (19.13275 50.29171)
130,POINT (18.60335 50.33337)
71,POINT (18.91191 50.3016)
130,POINT (18.60335 50.33337)
71,POINT (18.91191 50.3016)
5,POINT (19.04646 50.25846)
19,POINT (18.87848 50.31492)
5,POINT (19.04646 50.25846)
19,POINT (18.87848 50.31492)
5,POINT (19.04646 50.25846)
19,POINT (18.87848 50.31492)
164,POINT (18.97859 50.32152)
36,POINT (18.89039 50.33785)
174,POINT (18.921115 50.45143)
9,POINT (18.792778 50.301941)
9,POINT (18.792778 50.301941)
174,POINT (18.921171 50.451404)
174,POINT (18.921115 50.45143)
9,POINT (18.792778 50.301941)
174,POINT (18.921115 50.45143)
9,POINT (18.792778 50.301941)
174,POINT (18.921115 50.45143)
9,POINT (18.792778 50.301941)
174,POINT (18.921115 50.45143)
9,POINT (18.792778 50.301941)
44,POINT (19.04549 50.09923)
8,POINT (18.95838 50.292725)
44,POINT (19.04549 50.09923)
8,POINT (18.95838 50.292725)
66,POINT (18.7932 50.367)
123,POINT (18.85163 50.31255)
44,POINT (19.04549 50.09923)
8,POINT (18.95838 50.292725)
44,POINT (19.04549 50.09923)
8,POINT (18.95838 50.292725)
44,POINT (19.04549 50.09923)
8,POINT (18.95838 50.292725)
147,POINT (19.05725 50.26789)
43,POINT (19.06883 50.22627)
4,POINT (19.12977 50.28585)
336,POINT (19.134207 50.142132)
163,POINT (19.26467 50.34125)
63,POINT (19.07405 50.2366)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
163,POINT (19.26467 50.34125)
63,POINT (19.07405 50.2366)
105,POINT (18.638733 50.324554)
90,POINT (18.77903 50.33978)
4,POINT (19.13452 50.29839)
159,POINT (19.04546 49.82971)
99,POINT (18.738038 50.293558)
79,POINT (19.19474 50.27588)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
45,POINT (18.84413 50.36627)
90,POINT (18.77903 50.33977)
232,POINT (19.26857 50.29119)
41,POINT (18.9856 50.2764)
232,POINT (19.26857 50.29119)
41,POINT (18.9856 50.2764)
232,POINT (19.26857 50.29119)
41,POINT (18.9856 50.2764)
22,POINT (18.97319 50.21282)
37,POINT (18.863559 50.273705)
5,POINT (19.04714 50.2555)
76,POINT (18.89403 50.3511)
22,POINT (18.97319 50.21282)
37,POINT (18.863559 50.273705)
22,POINT (18.97319 50.21282)
37,POINT (18.87029 50.27561)
6,POINT (18.91026 50.34922)
42,POINT (18.65979 50.31438)
19,POINT (18.88919 50.31467)
15,POINT (18.806945 50.376781)
189,POINT (19.10105 50.05719)
18,POINT (18.97688 50.11746)
19,POINT (18.88919 50.31467)
15,POINT (18.806945 50.376781)
5,POINT (19.04646 50.25846)
19,POINT (18.87848 50.31492)
54,POINT (18.613621 50.322922)
9,POINT (18.77421 50.296867)
15,POINT (18.80196 50.369576)
26,POINT (18.93586 50.275337)
49,POINT (19.12286 50.30533)
224,POINT (19.31796 50.30623)
49,POINT (19.12286 50.30533)
224,POINT (19.31796 50.30623)
259,POINT (19.16279 50.19134)
84,POINT (19.177466 50.271808)
49,POINT (19.12286 50.30533)
224,POINT (19.31796 50.30623)
163,POINT (19.26467 50.34125)
120,POINT (19.08275 50.35129)
4,POINT (19.13452 50.29839)
224,POINT (19.31796 50.30623)
54,POINT (18.613621 50.322922)
9,POINT (18.77421 50.296867)
54,POINT (18.613621 50.322922)
9,POINT (18.77421 50.296867)
22,POINT (18.97319 50.21282)
37,POINT (18.87029 50.27561)
11,POINT (18.93561 50.29626)
125,POINT (19.10574 50.12743)
11,POINT (18.93561 50.29626)
125,POINT (19.10574 50.12743)
49,POINT (19.12286 50.30533)
224,POINT (19.31796 50.30623)
49,POINT (19.12286 50.30533)
224,POINT (19.31796 50.30623)
1,POINT (18.67336 50.28692)
198,POINT (19.16949 50.0787)
9,POINT (18.780933 50.297291)
6,POINT (18.9081 50.35665)
44,POINT (19.04549 50.09923)
8,POINT (18.95459 50.29824)
6,POINT (18.9081 50.35665)
9,POINT (18.780933 50.297291)
44,POINT (19.04549 50.09923)
0,POINT (19.02288 50.26167)
15,POINT (18.80484 50.37522)
0,POINT (19.01983 50.26134)
23,POINT (18.78508 50.31646)
20,POINT (18.965595 50.271839)
23,POINT (18.78508 50.31646)
20,POINT (18.965595 50.271839)
33,POINT (19.12372 50.30364)
114,POINT (18.8768 50.398)
187,POINT (18.682858 50.277348)
37,POINT (18.85427 50.27594)
187,POINT (18.682858 50.277348)
5,POINT (19.057723 50.260318)
187,POINT (18.682858 50.277348)
37,POINT (18.85427 50.27594)
1,POINT (18.67336 50.28692)
198,POINT (19.16949 50.0787)
99,POINT (18.73273 50.2909)
56,POINT (18.99858 50.21115)
0,POINT (19.01705 50.25825)
77,POINT (19.06771 50.30721)
163,POINT (19.26467 50.34125)
10,POINT (19.037862 50.270654)
83,POINT (18.67601 50.21601)
6,POINT (18.91831 50.35176)
83,POINT (18.67601 50.21601)
6,POINT (18.91831 50.35176)
15,POINT (18.80484 50.37522)
0,POINT (19.01983 50.26134)
83,POINT (18.67601 50.21601)
6,POINT (18.91831 50.35176)
163,POINT (19.26467 50.34125)
10,POINT (19.037862 50.270654)
83,POINT (18.67601 50.21601)
6,POINT (18.91831 50.35176)
83,POINT (18.67601 50.21601)
6,POINT (18.91831 50.35176)
83,POINT (18.67601 50.21601)
6,POINT (18.91831 50.35176)
5,POINT (19.04646 50.25846)
74,POINT (19.16743 50.32367)
4,POINT (19.1345 50.29836)
73,POINT (18.83667 50.2985)
11,POINT (18.93561 50.29626)
19,POINT (18.87848 50.31492)
11,POINT (18.93561 50.29626)
19,POINT (18.87848 50.31492)
4,POINT (19.1345 50.29836)
73,POINT (18.83667 50.2985)
238,POINT (18.868399 50.255614)
0,POINT (19.01718 50.2576)
4,POINT (19.1345 50.29836)
73,POINT (18.83667 50.2985)
2,POINT (19.02696 50.25301)
